"poola keel eelkesktase i ( inglise keel baas ) , tase a2 . 1 > a2 . 2",HVLC.05.049
ülddidaktika ja kasvatustöö alune,SHHI.01.006
anestesioloogia ja erakorraline meditsiin,ARAI.01.050
eetika ja religioosne mitmekesisus,USUS.02.092
magistriseminar iii : lõputöö kirjutamine ja tagasisidestamine,HVKU.04.008
rahvusvaheline mereõigus,P2OG.02.202
sakraaltekst ja kultuur,USUS.06.137
hariduslik erivajadus,P2VK.05.377
empiiriline andmestik,SOSS.02.043
stuudiotöö ii,P2VK.02.725
haridus korraldus ja katusorganisatsioon,SHHI.01.051
koolipraktika lihtsustatud õpe olev laps,SHHI.03.036
ühinguõigus,OIEO.06.009
jätkusuutlik areng alune,P2PC.00.511
professionaalne areng ii,ARST.01.109
analüütiline keemia,ARFA.02.099
tervisedendus alune,ARTH.04.038
teaduskonverents kui erialane kommunikatsioon,SHSS.00.007
sotsiaalpedagoogika didaktika,SHHI.01.034
maks planeerimine,MJMJ.07.002
labor ja ettevõttepraktika keskkonnatehnoloogia,LOOM.02.291
turg - uuring,MTMS.01.082
juhtimisarvestus,MJJV.12.002
arvuti projekteerimine ii,P2VK.01.202
keskkond semiootiline analüüs,FLSE.00.288
erialane praktika,HVKU.03.015
liikumisaparaat areng,KKSB.01.027
sotsioloogia teooria seminar i,SHSS.00.010
krüptograafia uurimisseminar,MTAT.07.022
arvutigraafika projekt,MTAT.03.328
ortodontia,ARST.01.063
histoloogia,ARAN.02.024
epidemioloogia ja uurimismeetod terviseteadus,ARTH.03.041
sotsiaalne probleem virtuaalmaailm,HTHT.01.003
kutseõpetaja pidev pedagoogiline praktika,SHHI.01.046
doktoriseminar ii,MJRI.10.033
magistriseminar i : lõputöö kavandamine,HVKU.04.007
pärandtehnoloogia ja disain,P2VK.01.490
uurimistöö ii ( avalik õigus ),P2OG.02.152
veebirakendus loomine,P2NC.01.094
sissejuhatus doktoriõpe,SHPH.00.056
digitaalne kirjaoskus,SVHI.01.058
arhiivikorraldus,FLAJ.02.166
sotsiosemiootika,FLSE.00.068
majandusarvestus,MJJV.09.005
loovmeetod õpiabi osutamine,P2NC.01.133
teoreetiline informaatika projekt,LTAT.00.008
andmeteadus projekt,LTAT.00.009
biosemiootika ja elussüsteem teooria,FLSE.00.058
koolieelne lasteasutus õpetaja põhipraktika,SHHI.02.035
õpetamine praktika,LOTI.05.044
humanitaaraine õpetaja pidev pedagoogiline praktika,P2NC.01.066
mulk keel,FLLE.00.015
audiovisuaalne ja graafiline sisuloome,SHUH.01.004
uurimistöö seminar farmatseutiline keemia,ARFA.02.117
noorsootöö praktika ii,P2NC.01.048
ettevõte rahandus,MJJV.10.041
lingvistiline välitöö,FLEE.08.125
erialapraktika,FLEE.00.035
sissejuhatus eesti keel ja keeleteadus,P2NC.00.907
inimressurss juhtimine heaolumajandus,P2PC.00.515
elukestusmudel,MTMS.02.037
funktsionaalanalüüs ii,MTMM.00.104
uurimistöö seminar,SHHI.01.067
praktiline inglise keel i,HTHT.02.006
uurimistöö ( eraõigus ) i,OIEO.04.114
teadustöö alune keeleteadus doktorant,FLEE.00.045
kliendikäitumine turism,P2PC.00.681
võrdlev kultuurilugu muusika i,P2VK.05.144
projektijuhtimine,P2VK.01.182
euroopa integratsioon teooria,SORG.04.019
tervishoid organisatsioon ja seadusandlus,ARTH.02.079
joonistamine iii,P2VK.04.284
veresoontekirurgia,ARKI.02.040
sissejuhatus metafüüsika,FLFI.04.032
välispoliitika analüüs,SORG.04.011
immanue kant ja transtsendentaalne idealism eesti konstellatsioon,FLFI.05.002
õpetaja identiteet ja juhtimine,P2VK.05.367
masintõlge,MTAT.06.055
valimine ja poliitiline käitumine,SHRG.02.022
krüptograafiline protokoll,MTAT.07.014
uurijaseminar,FLSE.00.150
ergonoomika,ARST.01.123
logopeedia ja fonatsioon alune,HTEP.02.009
immunoloogia,ARMP.02.029
seminaritöö,SHHI.01.048
hajussüsteem,LTAT.06.007
hajussüsteem projekt,LTAT.00.010
etnoloogia,P2VK.01.275
matemaatiline statistika ii,MTMS.01.035
praktika,LOKT.00.017
praktiline keemiline analüüs,LOKT.06.032
riskikäitumine ennetus,P2VK.05.374
õppimine neurokognitiivne aspekt,SHHI.03.056
üldine kunstiajalugu : kunst barokk romantism,FLAJ.05.135
biosüstemaatika ja elurikkus informaatika,LOOM.01.127
poliitiline folkloor ja rahvuslus,HVKU.04.001
baltimaa keskmine ja noorem rauaaeg,FLAJ.01.111
teadustöö alune,SORG.00.001
teoreetiline informaatika uurimisprojekt,LTAT.04.005
struktuurigeoloogia ja geoloogiline kaart,LOOM.03.005
sotsioloogiline uurimistöö praktika,SOSS.02.120
"hispaania keel algkursus i , tase 0 > a1 . 1",FLKE.05.028
liigutustegevus tunnetuslik ja käitumuslik alune,KKSP.03.047
kultuur ja kunst ajalugu,P2VK.04.509
analüütiline keemia gümnaasiumiõpetaja,LOKT.06.044
"sanskrit keel algkursus i , tase 0 > a1 . 2",FLKU.10.002
tervisekasvatus alune,KKSP.02.028
dokumendihaldussüsteem juurutamine,SHUH.04.042
ehitus ja planeerimisalane õigusõpe,P2VK.01.204
õpiraskus laps õppimine ja õpetamine i ja ii kooliaste,HTHT.07.022
erikursus õigus ja halduskeel,FLEE.02.114
insenerigraafika,P2VK.04.649
süsteem modelleerimine,LOTI.05.066
mittenakkushaigus epidemioloogia,ARTH.03.044
eetiline aspekt terviseteadus,ARTH.02.067
ökoloogiline modelleerimine,LOOM.01.084
sissejuhatus õping kultuuriakadeemia,P2VK.09.072
eesti ehtekultuur,P2VK.01.432
"muinaskreeka ühiskond , riiklus ja mõtteviis : kuidas sündima ja hääbuma demokraatia ?",HVAJ.07.009
pärand kaitse,HVAJ.02.005
sissejuhatus eesti ajalugu,HVAJ.00.004
praktiline ajakirjandus,SHZU.00.001
kvaliteedijuhtimine,MJ00.00.029
sissejuhatus eriala,HVVK.01.006
sülearvutikasutaja abc,MTAT.03.226
teadusfilosoofia ja metodoloogia,P2VK.01.329
võõrkeelne erialakirjandus kursus,HVVK.01.042
"uurimus , andmed ja interpretatsioon",SOPH.00.270
lastekirjandus,SHHI.02.025
karistusõigus,P2OG.02.180
liikuv valgus ja visualisatsioon,P2VK.04.682
eesti kultuurilugu,P2VK.05.389
19 saj vene realism kirjandus,FLGR.05.393
aktuaalne küsimus vana ja keskaeg ajalugu,FLAJ.07.232
"eesti rahvalaul : allikas , teooria ja liigitus",FLKU.04.135
finantsarvestus,MJJV.09.031
visuaalne antropoloogia,HVKU.03.022
teadusprojekt,ARST.01.110
kunstiajalugu tüvitekst,FLAJ.05.155
juhtimisarvestus,MJJV.09.032
näitlejatöö erialapraktika i,P2VK.04.601
lavastajatöö erialapraktika ii,P2VK.04.610
rahvuslik ehitus erialapraktika iii,P2VK.01.200
eraõigus aktuaalne probleem i,OIEO.04.099
inglise keel ainekava ja õppematerjal analüüs ja koostamine,FLGR.01.254
akadeemiline kirjutamine alune,HTOS.02.487
andmebaasisüsteem,P2NC.01.096
suuline kommunikatsioon i,P2NC.00.813
soome keel algaja,P2PC.00.486
sotsiaaltöö sundklient,SHSS.02.011
kultuurikorraldus praktika,P2VK.05.379
teadustöö alune farmaatsia i,ARFA.02.128
inimeseõpetus alune ja didaktika,HTOS.02.502
rahvalik seltskonnatants,P2VK.04.078
teadustöö alune,ARTH.02.069
tervishoiuökonoomika,ARTH.05.012
tervisemõjur,ARTH.04.040
20 sajand kunst ajalugu i,HVAJ.05.001
sissejuhatus semiootika,FLSE.00.137
õpetamine ja refleksioon eripedagoogika,SHHI.01.056
kirjalik töö vormistamine,HVVK.01.087
koopiapraktika,HVVK.01.015
teadustöö metoodika praktikum,P2VK.09.022
uurimistöö oskus ja akadeemiline kirjutamine,P2OG.02.200
muuseumipraktika,HVVK.01.017
ajalugu teoreetilis-metodoloogiline seminar,FLAJ.00.062
inglise keel praktiline foneetika,FLGR.01.157
kvantitatiivne meetod i,SHSS.01.006
hajusandmetöötlus pilves,LTAT.06.005
finantsmodelleerimine,MJJV.10.071
joonistamine i,P2VK.04.192
turism soome keel,P2PC.02.155
foneetika programm praat,FLEE.08.121
ettevõte väärtus juhtimine,MJJV.10.061
kognitiivne psühholoogia,SHPH.00.039
hüdroloogia,LOOM.02.143
vormiõpetus ja plastiline anatoomia alune i,P2VK.04.447
miksimine tehnoloogia,P2VK.02.384
statistiline analüüs,MTMS.01.085
kultuurikorraldus praktika,P2VK.05.226
eesti uusim aeg ajalugu,FLAJ.03.167
tegevusõpe praktika,P2VK.05.335
lavastuskorraldaja eriala praktika,P2VK.04.556
allikas ja tema tõlgendamine ( 19 - 20 sajand ),FLAJ.02.153
tõenduspõhine psühhofarmakoloogia,ARPS.01.076
uurimistöö seminar farmakoloogia,ARFR.02.060
süsteem optimiseerimine seminar,MTMM.00.334
mastering i,P2VK.02.737
hariduslik nõustamine ja konsulteerimine,HTPK.02.120
tänapäev vene keel variant ja stiil,FLGR.05.410
statistiline modelleerimine,ARTH.03.045
magistriseminar,ARTH.02.080
keemia kool,LOKT.03.008
el ajalugu ja integratsioon protsess,P2EC.00.234
pulmonoloogia ja torakaalkirurgia,ARKS.01.024
patoloogiline anatoomia,ARPA.01.028
"araabia keel algtase i , tase 0 > a1 . 1",HVLC.08.007
kõrgkoolipedagoogika,P2VK.05.345
erialatehnoloogia meistriklass,P2VK.01.492
matemaatiline analüüs iii,MTMM.00.286
rahvarõivas õmblemine tehnoloogia,P2VK.01.130
sissejuhatus sidusõpetus,P2VK.01.289
afaasia,SHHI.03.021
statistiline modelleerimine,SHSH.00.002
pedagoogiline praktikum ii,KKSP.02.043
kvanttehnoloogia seminar,LTAT.04.004
liikumisõpetus koolieelne iga,KKSP.02.035
joonistamine ii,P2VK.01.006
ökosemiootika,FLSE.00.069
uurimismeetod majandus,MJRI.01.032
"punk rock : stiil , subkultuur , kultuur",FLKU.03.062
arheoloogiline välitöö juhatamine metoodika ja praktika,FLAJ.01.140
rahvatervishoid alune,ARTH.02.057
epidemioloogia ja biostatistika,ARTH.03.040
farmakoloogia ja toksikoloogia,MVBS.02.001
doktoritöö ( matemaatiline statistika ),MTMS.00.009
inglise keel praktiline grammatika i ja ii kooliaste õpetaja ( i ),HTHT.02.004
muukeelne laps eesti kool,HTHT.02.055
eesti keel lauseõpetus küsimus,FLEE.04.189
dekoraator-butafoor eriala praktika,P2VK.04.549
geotehnika ja ehitusgeoloogia,P2VK.01.216
raamatupidamine alune,P2VK.01.295
rühmapraktika,SHUH.01.025
eesti keel vormiõpetus,FLEE.02.183
suutervis,ARST.01.124
arvutigraafika ja multimeedia haridustehnoloogia,SVHI.06.020
tekstitöötlus,MTAT.03.322
pärandtehnoloogia uurimismeetod,P2VK.01.332
magistritöö,P2OG.02.217
uurimistöö i ( avalik õigus ),P2OG.02.151
eesti keel sõnamoodustus,P2NC.00.757
sissejuhatus eriala,LOTI.05.024
pärimuspraktika,P2VK.01.469
läänemere regioon riik majanduskeskkond,MJRI.10.016
sissejuhatus sotsioloogia meetod,SOSS.02.001
muusikatehnoloogia alune,P2VK.02.773
üldsemiootiline teooria ja terminoloogia,FLSE.00.292
ettevõte rahandus ja investeering,MJJV.10.044
turundus juhtimine,MJJV.02.094
hajussüsteem seminar,MTAT.08.024
sportlane lihashooldus,KKSP.04.046
muusik-tehnoloog kutsepraktika i,P2VK.02.407
etenduskunst rakendusteooria,P2VK.04.510
sissejuhatus ajalooteadus,FLAJ.07.025
farmakoloogia i ja ii,MVBS.02.004
farmakoloogia,ARFR.02.051
"õpetaja vaimne , füüsiline ja emotsionaalne tervis ja tasakaal",SVHI.01.013
saksa keel grammatika ii,FLGR.04.720
menetluspraktika arvutitehnika,LOTI.05.043
keskkond kemodünaamika,LOKT.04.088
seminar : inglise keel arendamine tõlkimine kaudu,FLLC.01.005
tõenäosusteooria ja statistika ii,MTMS.02.050
loodusteadus pidev praktika,LOLO.00.072
strateegiline eestvedamine,MJJV.03.182
doktorikursus botaanika ja mükoloogia,LOOM.01.098
keel omandamine,P2NC.00.812
võrdlev etnopoliitika,SHRG.02.023
mitmekultuuriline ühiskond ja identiteet eestima,P2VK.05.391
euroopa ja euraasia integratsioon protsess,P2EC.00.215
bioinformaatika uurimisprojekt,MTAT.03.276
ortopeediline stomatoloogia i,ARST.01.112
infotehnoloogia,ARST.01.107
professionaalne areng iii,ARST.01.125
õpirännak kavandamine ja käsitöö didaktika,HVVK.01.061
museoloogia,P2VK.01.297
matemaatiline analüüs,SVNC.00.053
oskus didaktika,HVVK.01.096
matemaatiline kirjaoskus,MTMM.00.351
tervisesotsioloogia,SHUH.06.001
selgroogne zooloogia,LOOM.04.078
spordipedagoogika,KKSP.02.021
üleilmastumine ja globaalprobleem ajalooline kujunemine,FLAJ.06.142
rahvusvaheline kaubandus teooria,MJJV.07.100
teadustöö alune farmaatsia v,ARFA.02.137
õpetaja kõnehääl arendamine ja häälehoid,SHHI.02.001
loovtegevus sotsiaalpedagoogiline töö,SHHI.01.059
uurimistöö,ARFR.02.061
viha valitsemine,P2VK.05.281
eesti riik ja ühiskond,SORG.00.074
bioorgaaniline keemia täna 2,LOKT.10.028
ikt kasutamine koolikorraldus,HTHT.01.010
konfliktiohjamine ja lahendamine,SHRG.03.009
laulmine i,P2VK.04.584
kvantkrüptograafia,MTAT.07.024
sissejuhatus soome-ugri keel ja eesti keel uurimine,FLEE.00.032
"hispaania keel eelkesktase kursus i , tase a1 . 2 > a2 . 1",FLKE.05.036
ökonomeetriline analüüs,MJRI.02.075
sissejuhatus õping,MJRI.02.065
algoritm ja teooria seminar,MTAT.05.116
sport sotsiaalteadus : eriharukursus doktoriõpe i,KKSP.03.044
kunstitegevus õpetamine koolieelne iga,SHHI.02.027
koorijuhtimine iii,P2VK.02.565
geograafia didaktika,LOLO.00.049
magistriseminar arheoloogia,FLAJ.01.141
tõenduspõhisus rahvatervis valdkond ning terviseteenus hindamine,ARTH.03.042
doktoriseminar,SHHI.01.033
sissejuhatus õping,P2NC.00.821
rahvusvaheline õigus harjutuskohus i,OIAO.07.095
vene keel foneetika ja sõnamoodustus,FLGR.05.390
inglise keel praktiline grammatika i ja ii kooliaste õpetaja ( ii ),SHHI.02.008
digitaalne loogika,LOTI.05.041
uurimismeetod haridus,P2NC.01.032
doktoritöö,LOTI.00.001
lõimitud aine ja keeleõpe,SHHI.02.018
kehaline kasvatus,KKSP.02.014
sissejuhatus laborimeditsiin,ARSK.03.017
valk biosüntees,LOMR.05.006
uurimistöö seminar kliiniline farmaatsia,ARFA.01.096
farmakoteraapia,ARFR.02.052
organisatsioonikultuur ja muutus juhtimine,MJJV.03.178
optimeerimismeetod majandus,MJRI.02.087
videomapping,P2VK.04.662
arvutuslik neuroteadus seminar,MTAT.03.292
karistusõigus,OIAO.01.005
ehtetöö tehnoloogia praktika i,P2VK.01.533
ajaloodemograafia baaskursus,FLAJ.06.172
magistriseminar,FLFI.00.098
migratsioon ja inimressurss väljakutse,P2EC.00.210
infohaldus avalik sektor,SHUH.04.041
eesti keel välisüliõpilane,P2PC.00.637
prantsuse keel kesktase ( a2-b1 ),P2OG.04.040
prantsuse keel algaja a1,P2OG.04.034
teadus ja religioon seminar,USUS.02.090
loovkirjutamine,SOZU.01.198
kaasaegne ja tulevik võtmetehnoloogia,LTKT.08.001
keemiaülesanne lahendamine ii,LOKT.03.004
sotsiaaltöö teooria,SHSS.02.002
mobiilirakendus loomine . projekt,MTAT.03.266
treeninguõpetus,KKSP.04.043
"teadmine , teave ja teave arendamine õendusteadus",AROT.00.040
tänane meediaühiskond ja uus avalikkus,SVUH.00.025
gravitatsioon geomeetriline alune,LTFY.04.006
stuudiotöö i,P2VK.02.724
düslaalia ja rinolaalia,SHHI.03.044
meedia inglise keel tund,P2NC.00.593
publitsistlik žanr,SHZU.01.016
ökoloogia rakendus,LOOM.01.073
proviisor farmaatsiasektor,ARFA.01.106
jäätmemajandus ja jäätmekäitlus,LOKT.04.023
ansambel iv,P2VK.02.758
finantsarvestus edasijõudnu,MJJV.09.048
stuudiotöö iii,P2VK.02.726
turism ja hotellimajandus alune,P2PC.02.225
kogukonnatöö alune,P2VK.05.381
mõiste ja vaade etnoloogia / antropoloogia,FLKU.03.086
interaktiivne eesti keel õpe,P2NC.01.044
el õigus ja majandus,P2EC.00.211
eesti keel lauseõpetus,P2NC.00.232
inglise keel õpetamine metoodika iii,P2NC.00.599
klaas,LOFY.02.018
"magistritöö ( kunst , käsitöö ja kodundus õpetaja )",FLKU.00.164
populatsioonigeneetika,LOMR.02.006
menetluspraktika ( kliiniline psühholoogia ),SOPH.00.408
sotsioloogiline uurimistöö praktika ii,SHSS.01.001
eesti kliima,LOOM.02.147
doktoritöö,LOFY.00.006
vektor ja rastergraafika rakendustarkvara,P2VK.04.451
sissejuhatus r-i ja andmestruktuur,HVEE.04.006
geoinfosüsteem rakendusvõimalus humanitaarteadus,HVHV.00.001
erialapraktika ii,HVEE.00.005
rott ja hiir käitumuslik fenotüpiseerimine,MVBS.02.003
andmekaeve uurimisprojekt,MTAT.03.275
andmekaeve uurimisseminar,MTAT.03.277
mittetraditsiooniline käsitlus turundus,MJJV.02.121
magistritöö kehaline kasvatus ja sport eriala,KKSP.00.021
doktoriseminar biomeditsiin tehnoloogia,LOTI.02.001
digitaalne tehnoloogia kunstiõpetus,SVHI.02.004
erialane sissejuhatus geoloogia,LOOM.03.134
sissejuhatus psühholoogia,P2OG.03.093
uurimistöö seminar farmaatsia ajalugu,ARFA.02.118
pidev pedagoogiline praktika,P2NC.01.013
finantsarvestus alune,P2OG.03.086
terapeutiline harjutus ii ( rühmatund ),KKSB.05.083
sissejuhatus rakenduslik militaarpsühholoogia,SVPH.00.021
sissejuhatus psühholoogia,OIAO.01.053
asjaõigus,P2OG.01.031
õppepraktika,OIAO.06.041
maalimine,P2VK.04.652
valutehnoloogia praktika,P2VK.01.534
häälikuseade vaatluspraktikum,SHHI.03.022
diferentsiaalgeomeetria füüsik,LOFY.04.079
eetika alune,FLFI.02.003
ansamblitöö metoodika,P2VK.02.734
kohrutustehnika algkursus,P2VK.01.377
koolieelne kõnearendus,P2NC.00.413
ajalugu ja ühiskonnaõpetus pidev praktika,FLAJ.03.190
pedagoogiline praktikum,P2NC.01.012
laps psühhopatoloogia,SHPH.00.032
individuaalne õppekava ja sotsiaalvõrgustik,P2NC.01.131
sissejuhatus huvijuht eriala,P2VK.05.200
usundiõpetaja põhipraktika,USUS.03.107
lavastus komponent ja loomevaldkondlik institutsioon,P2VK.04.603
värvuskompositsioon i,P2VK.04.645
orgaaniline süntees eripraktikum,LOKT.09.033
õppemeetod õendus,AROT.00.069
bioenergeetika,LOMR.07.003
sissejuhatus soome keel uurimine,FLEE.06.167
lõunaeesti kirjakeel ajalugu,FLLE.00.010
ettevõtluspraktika,SVNC.00.010
üldine kunstiajalugu : antiikkunst,HVAJ.05.003
muuseum infoühiskond,HVAJ.02.006
muuseum ja arhiivipedagoogika,HVAJ.02.007
sotsiaalteadus metodoloogia alune,SVUH.06.006
tööstusfarmaatsia,ARFA.02.147
biotehnoloogia ettevõtlus,MJCV.00.021
improvisatsioon ii,P2VK.04.021
sotsiaaltöö alune,SOSS.04.212
lisapill ii,P2VK.02.755
terviklik kvaliteedijuhtimine,MJJV.03.177
viipekeeletõlk praktika ii ( olmetõlge ),SHHI.01.015
geoinformaatika,LOOM.02.044
andmeanalüüs ja arvutus matlab,LOTI.05.019
uurimistöö seminar farmatseutiline tehnoloogia,ARFA.02.116
vene keel foneetika ja sõnamoodustus,P2NC.01.103
sotsiaalfarmaatsia uurimismeetod,ARFA.01.100
reprodutseeritav andmeanalüüs r - keel,LOTI.02.015
tervislik liikumisharrastus,KKSB.01.036
keelepraktika tandemõpe,FLEE.04.224
kehaline võime arendamine,KKSP.05.041
terviseklubi ja personaaltreenerikursus,KKSP.05.043
elukindlustusmatemaatika i,MTMS.02.051
taani keel leksikoloogia ja keelekirjeldus,FLGR.06.176
tervislik liikumisharrastus,KKSB.01.034
uus testament ajastu ja jeesus elu,USUS.04.061
poliitikakujundamine ja otsustusprotsess euroopa liit,P2EC.00.224
erivajadus laps õpetamine lasteaed,SHHI.03.030
teaduskorraldus,FLAJ.05.161
toiduvalmistamine tehnoloogia,HTHT.02.023
kakskeelne laps - erivajadus laps ?,SHHI.03.054
eesti pärimusmuusika ii,P2VK.02.662
ühinenud rahvas organisatsioon õigus ja praktika,P2OG.02.198
religioonipsühholoogia seminar,USUS.03.109
lähis-ida kultuurilugu : alates islamieelne ajastu kuni süüria kodusõda,FLKU.10.032
loovettevõtja baaskursus,MJCV.00.033
sissejuhatus eesti kultuur,FLFI.05.006
doktorikursus heitmed tehnoloogia,LOKT.04.079
telg kudumine i,P2VK.01.284
konsultatiivtöö metoodika,LOKT.00.005
doktorikursus füüsika,LOFY.00.009
doktorikursus materjaliteadus,LOFY.00.010
kommunikatsioon ja see juhtimine,SVUH.10.003
sissejuhatus semiootika,P2VK.04.175
doktoriseminar,LOFY.00.004
doktoriseminar,FLGR.00.010
avalik esinemine,P2PC.00.305
teaduslik uurimistöö alune,FLAJ.02.160
muinastehnoloogia praktika,HVAJ.01.004
magistriseminar i,SVUH.10.002
koolipraktika õpiraskune laps,HTEP.02.083
marksism ideoloogia ja praktika kujunemine probleem 20 sajand,HVAJ.06.004
"jaapani keel algtase iii , tase a1 . 2 > a2 . 1",HVLC.08.010
eesti keel võõrkeel õpetaja põhipraktika,FLEE.04.221
assistendipraktika,FLEE.00.047
noorsootöö alune ja korraldus,P2NC.00.682
operaator klass ja banach ruum struktuur i,MTMM.00.312
doktoriseminar : teadustöö tulemus publitseerimine,SOZU.00.011
sportlik eriala õpetamine metoodika,KKSP.04.071
sotsiaalfarmaatsia ja ravim ohutus,ARFA.01.082
füüsikaline farmaatsia,ARFA.02.122
ensümoloogia,LOMR.08.001
akadeemiline enesejuhtimine õigusteadus üliõpilane,OIAO.06.067
akadeemiline enesejuhtimine õigusteadus üliõpilane,P2OG.01.131
andmeanalüüs praktikum,SVUH.06.001
sportlik eriala,KKSP.04.060
pedagoogiline praktika,P2VK.02.731
majandusarvestus ja finantsjuhtimine,P2PC.00.672
inglise-vene / eesti kõrvutav foneetika,P2NC.00.587
afaasia praktika,SHHI.03.027
pedagoogiline praktikum,SHHI.01.032
kiirlugemine,SHHI.01.077
rahvusvaheline õigus praktika,P2OG.02.215
meeskond juhtimine ja eestvedamine,P2PC.00.686
"saksa keel algkursus ajalugu üliõpilane , tase 0 > a1 . 2",HVLC.04.021
grupitöö meetod kliiniline psühholoogia,SHPH.00.041
vene keel kesktase ( b1 ),P2OG.04.041
tarbijakäitumine,MJJV.02.113
füüsikaline uurimismeetod keemia,LOKT.01.068
soome keel ja kultuur seminar,FLEE.06.164
põhipill ii,P2VK.02.462
sissejuhatus keemia eriala,LOKT.00.022
praktika ii,LOFY.01.130
spektroskoopia eripraktikum,LTFY.03.006
muuseumipraktika,FLAJ.02.164
spordipedagoogiline seminar,KKSP.02.038
spordipedagoogika alune,KKSP.01.059
materjaliõpetus,P2VK.04.670
windows administreerimine,P2NC.01.089
"toitumine , kehaline aktiivsus ja tervis",KKSB.02.049
immunoloogia proviisor täiendusõpe,MVBS.06.002
kaasaegne eesti keel iii,HTOS.02.234
teaduskonverents kui erialane kommunikatsioon,SOZU.00.009
klassiõpetaja põhipraktika iii,SHHI.02.049
keeleuurimine meetod,FLEE.08.144
tööstuspraktika,LOTI.01.002
erialane sissejuhatus keskkonnatehnoloogia,LOOM.02.342
tarkvaratehnika,P2NC.01.085
digitaalne pilditöötlus,LOTI.05.037
õpetaja identiteet ja juhtimine,P2NC.01.001
vandekohtunik usa tsiviilkohtumenetlus,P2OG.01.127
usuteadus eriseminar,USUS.00.082
spordifüsioteraapia alune,KKSB.05.082
sissejuhatus eukarüoot mitmekesisus - protist ja seen,LOOM.01.121
aktuaalne teema ja käsitlus,HVKU.04.011
osalusteater,P2VK.05.356
vene impeerium ajalugu 1721 - 1917,FLAJ.03.183
teaduslik uurimistöö alune,FLAJ.07.219
teraapiaprotsess juhendamine,KKSB.05.076
lõiketöötlustehnika praktika,P2VK.01.404
sotsioloogia vaatluspraktika,SOSS.02.123
bakalaureusetöö,FLAJ.00.049
ornitoloogia,LOOM.04.067
pedagoogika ja sotsiaalpedagoogika õendus,MVPT.02.013
aerosoolifüüsika,LOFY.05.011
koolieelne didaktika,SHHI.02.031
tekstiloome ja toimetamine,SVUH.00.023
pärimus ja kultuuripärand teoreetiline käsitusviis,HVKU.04.006
põhipill õpetamine metoodika,P2VK.02.733
sotsioloogiline tegevusteooria,SOSS.01.071
arhitektuur ajalugu,P2VK.01.225
laborimeditsiin,MVBS.00.002
klassiõpetaja põhipraktika,P2NC.01.015
rahvalaul,P2VK.02.684
rakendusuuring ja arendustöö praktika,SHUH.03.009
laps filosofeerimine,SVHI.01.011
keskkond analüüs,LOKT.04.006
võlaõigus üldosa,OIEO.06.054
teadustöö alune farmaatsia iii,ARFA.02.130
suhtlemis ja enesekehtestamisoskus,SHZU.04.001
sissejuhatus sotsioloogia,OIAO.01.054
vaatluspraktika,SHHI.03.043
unikaalehe,P2VK.01.532
"käsitöö , kodundus ja kunstiõpetus didaktika",HTHT.02.015
butafooria,P2VK.04.669
heaolu ja terviseturism,P2PC.02.211
"prantsuse keel eelkesktase i , a2 . 1 > a2 . 2",HVLC.03.010
turismiturundus,P2PC.00.603
idee reaalsus : euroopa ja venemaa,P2EC.00.216
kasvatus ja arendamine eelkooliiga,P2NC.00.613
spordifüsioloogia,KKSB.02.042
praktika,FLFI.00.100
aktuaalne majandusprobleem eestima ja maailm,MJRI.10.044
laps areng eripedagoogiline hindamine,SHHI.03.031
praktika,LOKT.00.023
baltikum rahvusvaheline suhe kontekst 20 sajand,FLAJ.06.164
nahk töötlemine ajalugu,P2VK.01.307
inimene põhiliikumine funktsionaalne analüüs,KKSB.05.075
lavastus produktsioon,P2VK.04.575
keemia ingliskeelne terminoloogia,LOKT.06.018
ülikool õpetamine praktika,FLEE.00.046
kultuuripärand ja kultuuripoliitika,HVKU.03.014
pedagoogiline eetika,FLFI.02.097
õendusteadus filosoofiline aspekt,MVPT.02.005
arvuti projekteerimine i,P2VK.01.134
neli aine õpetaja põhipraktika,SVHI.01.022
praktika riik või kohalik omavalitsus asutus,SORG.00.010
üldine kunstiajalugu : kunst barokk romantism,HVAJ.05.005
muuseumipraktika,FLAJ.02.149
"eesti , läti ja leedu kultuurilugu",FLKE.01.220
juhendaja seminar,LTOM.00.002
relvastatud jõud kasutamine rahvusvaheline õigus,P2OG.02.206
infograafika,P2PC.00.683
turismisihtkoht arendus ja juhtimine,P2PC.02.217
praktiline suuline ja kirjalik tõlge eesti keel,FLEE.04.228
magistritöö,SHHI.03.052
klassiõpetaja põhipraktika i,SHHI.02.047
lisaeriala põhipraktika,SHHI.02.050
õigusteaduslik uurimistöö alune ja akadeemiline väljendusoskus,P2OG.01.129
hüdrogeoloogia,LOOM.03.083
heebrea keel c,USUS.05.065
muinasehe ii,P2VK.01.531
"erialane vene keel . õiguskeel i , tase a2",HVLC.05.029
treeninguõpetus : eriharukursus doktoriõpe,KKSP.04.025
juhendaja seminar,FLAJ.00.064
poliitiline ja ühiskondlik areng,SHRG.02.019
rahvusvaheline õigus ajalugu ja teooria,P2OG.02.195
ansambel iii,P2VK.02.672
menetluspraktika füüsika,LOFY.00.007
põhipill ii,P2VK.02.669
ettevõtlus regulatiivne keskkond,MJRI.03.098
käsitöö ja kodundus alune,HTHT.02.014
õpetamine ja refleksioon,P2NC.01.008
noor subkultuur,P2VK.05.394
täiskasvanud füsioteraapia,KKSB.05.039
spordifüsioteraapia praktika,KKSB.05.044
